age_personne,revenu_annuel,anciennete_emploi,montant_pret,taux_interet,statut_defaut,pret_pourcentage_revenu,anciennete_credit,revenu_annuel_log,montant_pret_log,note_pret_encodee,historique_defaut_encode,logement_OTHER,logement_OWN,logement_RENT,motif_EDUCATION,motif_HOMEIMPROVEMENT,motif_MEDICAL,motif_PERSONAL,motif_VENTURE
23.0,45000,-0.721294989558621,4800,0.6845984723610559,0,-0.5640828836626486,-0.44624569742716774,-0.37028111443176015,-0.6548203011399071,0.6677874347293821,1,0,0,1,1,0,0,0,0
25.0,45000,-0.721294989558621,4800,-0.48863900700719193,0,-0.5640828836626486,-0.44624569742716774,-0.37028111443176015,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,0,1,0
26.0,45243,-0.4524277887774583,4800,-0.5508797220930404,0,-0.5640828836626486,-0.9389818135065024,-0.36008917487057124,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,0,0,1
24.0,45840,-0.721294989558621,4800,-1.0985980148485086,0,-0.6577067905411286,-0.9389818135065024,-0.3352803408685944,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,0,0,0
24.0,46000,-1.2590293911209467,4800,-0.6598009734932755,0,-0.6577067905411286,-0.9389818135065024,-0.32868629816872125,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,0,1,0
24.0,40800,-1.2590293911209467,8000,0.30181807458308646,0,0.27853227824367177,-0.44624569742716774,-0.5557076036559243,0.06336920847450611,-0.18890868226395535,0,0,0,0,0,0,1,0,0
22.0,40800,0.35417381356603,7975,-1.6276440930782223,0,0.27853227824367177,-0.6926137554668351,-0.5557076036559243,0.05896860386582661,-1.0456047992572928,0,0,0,0,0,0,0,1,0
25.0,40800,1.1607754159095183,9700,-0.43262236342992766,0,0.6530279057575917,-0.44624569742716774,-0.5557076036559243,0.33428497459809653,-0.18890868226395535,0,0,0,0,0,0,1,0,0
21.0,47664,0.08530661278486722,4800,-0.9710045489225188,0,-0.6577067905411286,-0.9389818135065024,-0.26143669776032263,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,0,0,0
23.0,40800,-0.18356058799629554,10400,-0.31747704052110787,0,0.7466518126360718,-0.9389818135065024,-0.5557076036559243,0.43225689631716674,-0.18890868226395535,0,0,0,0,0,0,1,0,0
23.0,48000,0.35417381356603,4800,-0.9710045489225188,0,-0.6577067905411286,-0.6926137554668351,-0.24814268432716644,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,0,0,1
24.0,40800,0.8919082151283555,1200,-1.0985980148485086,0,-1.313074138690489,-0.6926137554668351,-0.5557076036559243,-2.6033047407171823,-1.0456047992572928,0,0,0,0,1,0,0,0,0
26.0,42000,-0.721294989558621,4800,1.011362226561761,1,-0.5640828836626486,-0.9389818135065024,-0.5008491587227317,-0.6548203011399071,0.6677874347293821,0,0,0,1,0,0,0,0,1
23.0,40800,-0.18356058799629554,21000,-1.50938673441511,0,3.180873391476553,-0.6926137554668351,-0.5557076036559243,1.4203263279743599,-1.0456047992572928,0,0,1,0,0,0,1,0,0
24.0,42000,-0.721294989558621,4800,1.310117658973835,1,-0.5640828836626486,-0.9389818135065024,-0.5008491587227317,-0.6548203011399071,0.6677874347293821,1,0,0,1,1,0,0,0,0
22.0,40800,0.35417381356603,10000,0.49476429134921707,0,0.7466518126360718,-0.9389818135065024,-0.5557076036559243,0.377111390429673,0.6677874347293821,1,0,1,0,0,0,0,0,1
23.0,48000,-0.4524277887774583,4800,-1.7427894159870425,0,-0.6577067905411286,-0.6926137554668351,-0.24814268432716644,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,1,0,0
25.0,40800,-0.18356058799629554,8000,-1.6276440930782223,0,0.27853227824367177,-0.9389818135065024,-0.5557076036559243,0.06336920847450611,-1.0456047992572928,0,0,0,0,0,1,0,0,0
22.0,48000,-1.2590293911209467,4800,0.6099096142580374,0,-0.6577067905411286,-0.9389818135065024,-0.24814268432716644,-0.6548203011399071,0.6677874347293821,1,0,0,1,0,0,0,0,0
24.0,40800,-1.2590293911209467,14400,1.0362585125961006,0,1.682890881420872,-0.9389818135065024,-0.5557076036559243,0.8898179234446236,0.6677874347293821,0,0,1,0,0,0,0,0,1
25.0,48000,1.1607754159095183,4800,-0.009385500846156906,0,-0.6577067905411286,-0.6926137554668351,-0.24814268432716644,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,1,0,0
26.0,40800,-0.4524277887774583,7500,-0.9772286204311038,0,0.09128446448671156,-0.9389818135065024,-0.5557076036559243,-0.027371081326199486,-1.0456047992572928,0,0,0,0,0,0,0,1,0
24.0,48000,-1.2590293911209467,4800,-0.35482146957261684,0,-0.6577067905411286,-0.6926137554668351,-0.24814268432716644,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,0,1,0
23.0,48600,-0.721294989558621,4800,-0.20544375336658047,0,-0.6577067905411286,-0.6926137554668351,-0.22463318485851244,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,0,0,0
23.0,48756,0.08530661278486722,4800,0.10575982206266289,0,-0.6577067905411286,-0.44624569742716774,-0.2185682520755682,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,1,0,0
23.0,40800,-0.4524277887774583,10000,-1.207519266248744,0,0.7466518126360718,-0.9389818135065024,-0.5557076036559243,0.377111390429673,-1.0456047992572928,0,0,0,0,0,0,1,0,0
23.0,40800,-0.9901621903397838,16000,-0.009385500846156906,0,2.0573865089347922,-0.44624569742716774,-0.5557076036559243,1.037962749778786,-0.18890868226395535,0,0,0,0,1,0,0,0,0
25.0,50000,0.8919082151283555,4800,1.5372962690371827,0,-0.6577067905411286,-0.9389818135065024,-0.17088743035998982,-0.6548203011399071,0.6677874347293821,0,0,0,1,1,0,0,0,0
24.0,40800,-0.9901621903397838,6000,0.5912373997322826,0,-0.18958725614872854,-0.6926137554668351,-0.5557076036559243,-0.34110154828967143,1.5244835517227195,0,0,0,0,1,0,0,0,0
25.0,50000,0.08530661278486722,4800,-0.009385500846156906,0,-0.6577067905411286,-0.44624569742716774,-0.17088743035998982,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,0,0,1
22.0,40872,0.35417381356603,13750,-0.059178072914835886,0,1.5892669745423924,-0.44624569742716774,-0.5523708707148229,0.8248725054925296,-0.18890868226395535,0,0,0,0,1,0,0,0,0
23.0,40900,0.08530661278486722,12200,0.10575982206266289,0,1.214771347028472,-0.44624569742716774,-0.5510748394688139,0.6567037596946252,-0.18890868226395535,0,0,1,0,0,0,1,0,0
22.0,34900,-0.18356058799629554,3600,1.456383339425579,1,-0.6577067905411286,-0.44624569742716774,-0.8513038930185194,-1.0592520128660359,1.5244835517227195,0,0,0,0,0,0,0,0,0
23.0,34900,-0.721294989558621,4000,2.338645475767484,1,-0.5640828836626486,-0.44624569742716774,-0.8513038930185194,-0.9111364720389034,3.2378757857093943,1,0,0,0,0,0,1,0,0
23.0,50000,0.6230410143471927,4800,-0.20233171761228808,0,-0.6577067905411286,-0.6926137554668351,-0.17088743035998982,-0.6548203011399071,-0.18890868226395535,0,0,0,1,1,0,0,0,0
22.0,50000,0.6230410143471927,4800,0.5165485416292642,0,-0.6577067905411286,-0.6926137554668351,-0.17088743035998982,-0.6548203011399071,0.6677874347293821,0,0,0,1,0,0,1,0,0
26.0,50000,-1.2590293911209467,4800,-0.009385500846156906,0,-0.6577067905411286,-0.6926137554668351,-0.17088743035998982,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,0,0,1
24.0,50000,-0.721294989558621,4800,0.6845984723610559,0,-0.6577067905411286,-0.44624569742716774,-0.17088743035998982,-0.6548203011399071,0.6677874347293821,0,0,0,1,0,0,0,0,1
26.0,52000,-0.721294989558621,4800,-0.32058907627540023,0,-0.7513306974196088,-0.9389818135065024,-0.09666252739016117,-0.6548203011399071,-0.18890868226395535,0,0,0,1,1,0,0,0,0
23.0,52000,-0.4524277887774583,4800,-0.35482146957261684,0,-0.7513306974196088,-0.9389818135065024,-0.09666252739016117,-0.6548203011399071,-0.18890868226395535,0,0,0,1,1,0,0,0,0
24.0,55000,0.8919082151283555,4800,-1.2759840528431774,0,-0.7513306974196088,-0.6926137554668351,0.009486460726530416,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,0,1,0
21.0,55000,-0.4524277887774583,4800,0.03107096395964442,0,-0.7513306974196088,-0.44624569742716774,0.009486460726530416,-0.6548203011399071,-0.18890868226395535,0,0,0,1,1,0,0,0,0
25.0,49000,-0.4524277887774583,4800,1.2260926936079393,1,-0.6577067905411286,-0.9389818135065024,-0.2091208785640405,-0.6548203011399071,1.5244835517227195,1,0,0,1,0,0,1,0,0
23.0,41000,0.6230410143471927,6000,-1.5529552349752038,0,-0.18958725614872854,-0.44624569742716774,-0.5464533882381561,-0.34110154828967143,-1.0456047992572928,0,0,0,0,1,0,0,0,0
25.0,55200,-0.721294989558621,4800,-0.9710045489225188,0,-0.7513306974196088,-0.6926137554668351,0.016355779362566016,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,1,0,0
22.0,41000,0.35417381356603,12000,-1.5529552349752038,0,1.121147440149992,-0.9389818135065024,-0.5464533882381561,0.6334627042541408,-1.0456047992572928,0,0,0,0,1,0,0,0,0
23.0,56928,-0.4524277887774583,4800,-0.19921968185799516,0,-0.8449546042980887,-0.6926137554668351,0.07469074753826511,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,0,1,0
21.0,41000,-0.18356058799629554,7000,-1.5529552349752038,0,-0.0023394423917683085,-0.6926137554668351,-0.5464533882381561,-0.12437326259348419,-1.0456047992572928,0,0,0,0,0,0,0,0,0
26.0,52000,0.35417381356603,4800,2.169039527158546,1,-0.7513306974196088,-0.44624569742716774,-0.09666252739016117,-0.6548203011399071,2.381179668716057,0,0,0,1,0,0,1,0,0
26.0,41000,0.08530661278486722,8000,-1.5529552349752038,0,0.27853227824367177,-0.6926137554668351,-0.5464533882381561,0.06336920847450611,-1.0456047992572928,0,0,0,0,0,0,0,1,0
26.0,53000,-0.721294989558621,4800,1.4314870533912394,1,-0.7513306974196088,-0.6926137554668351,-0.060613942157613655,-0.6548203011399071,1.5244835517227195,1,0,0,1,0,0,0,1,0
26.0,60000,-0.9901621903397838,4800,-0.9710045489225188,0,-0.8449546042980887,-0.6926137554668351,0.17415519570960192,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,1,0,0,0
24.0,60000,-0.18356058799629554,4800,-1.3942414115062898,0,-0.8449546042980887,-0.44624569742716774,0.17415519570960192,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,1,0,0,0
22.0,41000,-1.2590293911209467,6400,-0.32058907627540023,0,-0.09596334927024842,-0.44624569742716774,-0.5464533882381561,-0.2503641871545303,-0.18890868226395535,0,0,0,0,0,0,0,0,1
24.0,62000,-0.18356058799629554,4800,-1.207519266248744,0,-0.8449546042980887,-0.6926137554668351,0.23620988696818732,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,0,1,0
26.0,41000,0.6230410143471927,9000,1.3350139450081744,0,0.46578009200063175,-0.44624569742716774,-0.5464533882381561,0.22897242212419075,1.5244835517227195,0,0,1,0,0,1,0,0,0
22.0,41000,-1.2590293911209467,1000,-1.2541998025631302,0,-1.406698045568969,-0.9389818135065024,-0.5464533882381561,-2.8594453418201247,-1.0456047992572928,0,0,1,0,0,0,0,1,0
26.0,65000,-1.2590293911209467,4800,0.8402002600756775,0,-0.9385785111765687,-0.9389818135065024,0.32563595920471894,-0.6548203011399071,0.6677874347293821,0,0,0,1,0,1,0,0,0
24.0,65000,-1.2590293911209467,4800,-0.9772286204311038,0,-0.9385785111765687,-0.44624569742716774,0.32563595920471894,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,0,1,0
24.0,41000,-0.4524277887774583,2500,-1.1608387299343572,0,-1.0322024180550489,-0.9389818135065024,-0.5464533882381561,-1.5718297017264649,-1.0456047992572928,0,0,0,0,0,0,0,0,1
25.0,65004,-0.9901621903397838,4800,0.7686234377269514,0,-0.9385785111765687,-0.6926137554668351,0.3257524171868833,-0.6548203011399071,0.6677874347293821,0,0,0,1,0,1,0,0,0
21.0,41000,-0.18356058799629554,3000,-1.6276440930782223,0,-0.9385785111765687,-0.44624569742716774,-0.5464533882381561,-1.3155486640921987,-1.0456047992572928,0,0,0,0,0,0,0,1,0
21.0,41000,-0.721294989558621,8200,-1.2790960885974698,0,0.27853227824367177,-0.6926137554668351,-0.5464533882381561,0.09808688477739179,-1.0456047992572928,0,0,0,0,0,0,0,1,0
23.0,35000,0.6230410143471927,5000,0.6099096142580374,1,-0.2832111630272084,-0.6926137554668351,-0.8458890812990464,-0.5974294324235455,0.6677874347293821,1,0,0,0,1,0,0,0,0
22.0,41000,-1.2590293911209467,6000,0.26136160977728456,0,-0.18958725614872854,-0.9389818135065024,-0.5464533882381561,-0.34110154828967143,-0.18890868226395535,0,0,0,0,1,0,0,0,0
23.0,69000,0.6230410143471927,4800,-0.08407435894917538,0,-0.9385785111765687,-0.9389818135065024,0.4386546879119503,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,1,0,0
23.0,70000,-0.721294989558621,4800,0.7655114019726591,0,-0.9385785111765687,-0.9389818135065024,0.4658854069483169,-0.6548203011399071,0.6677874347293821,0,0,0,1,0,0,0,1,0
26.0,72000,-0.18356058799629554,4800,0.26136160977728456,0,-0.9385785111765687,-0.6926137554668351,0.5191988731491611,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,1,0,0,0
24.0,72096,-0.721294989558621,4800,-1.207519266248744,0,-0.9385785111765687,-0.9389818135065024,0.5217205301321814,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,1,0,0,0
22.0,67200,0.35417381356603,4800,1.7675869148548222,1,-0.9385785111765687,-0.9389818135065024,0.38862970239463335,-0.6548203011399071,2.381179668716057,1,0,0,1,0,0,0,0,0
24.0,69000,-0.721294989558621,4800,1.3038935874652502,1,-0.9385785111765687,-0.44624569742716774,0.4386546879119503,-0.6548203011399071,1.5244835517227195,0,0,0,1,0,0,0,0,0
22.0,75000,-1.2590293911209467,4800,0.3702828611775202,0,-1.0322024180550489,-0.9389818135065024,0.5964546528011063,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,0,0,0
24.0,41000,1.1607754159095183,10000,1.3412380165167592,0,0.6530279057575917,-0.44624569742716774,-0.5464533882381561,0.377111390429673,1.5244835517227195,0,0,1,0,0,1,0,0,0
24.0,41000,-0.4524277887774583,9000,-0.35482146957261684,0,0.46578009200063175,-0.9389818135065024,-0.5464533882381561,0.22897242212419075,-0.18890868226395535,0,0,0,0,0,0,0,0,0
23.0,41000,0.6230410143471927,10000,1.2260926936079393,0,0.6530279057575917,-0.9389818135065024,-0.5464533882381561,0.377111390429673,1.5244835517227195,1,0,0,0,0,0,0,0,1
22.0,41000,-1.2590293911209467,7750,-0.35482146957261684,0,0.18490837136519167,-0.6926137554668351,-0.5464533882381561,0.018730872619057388,-0.18890868226395535,0,0,0,0,0,0,0,0,0
23.0,86000,-1.2590293911209467,4800,-0.4357343991842206,0,-1.0322024180550489,-0.6926137554668351,0.8554614731665242,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,0,0,1
26.0,89000,-0.18356058799629554,4800,-1.5654033779923735,0,-1.1258263249335287,-0.9389818135065024,0.9203538162985115,-0.6548203011399071,-1.0456047992572928,0,0,0,1,1,0,0,0,0
21.0,90000,-0.4524277887774583,4800,-0.4357343991842206,0,-1.1258263249335287,-0.6926137554668351,0.9414993816170608,-0.6548203011399071,-0.18890868226395535,0,0,0,1,1,0,0,0,0
23.0,92000,0.08530661278486722,4800,-0.31747704052110787,0,-1.1258263249335287,-0.6926137554668351,0.9830946549977689,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,1,0,0
22.0,41000,0.35417381356603,2500,1.2260926936079393,0,-1.0322024180550489,-0.44624569742716774,-0.5464533882381561,-1.5718297017264649,1.5244835517227195,1,0,1,0,0,0,1,0,0
26.0,95000,-0.18356058799629554,4800,-1.0985980148485086,0,-1.1258263249335287,-0.44624569742716774,1.0438220889904546,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,0,0,0
22.0,41000,-0.18356058799629554,6000,-0.756274081876341,0,-0.18958725614872854,-0.44624569742716774,-0.5464533882381561,-0.34110154828967143,-1.0456047992572928,0,0,0,0,0,0,0,0,1
24.0,103641,0.8919082151283555,4800,-0.08718639470346774,0,-1.1258263249335287,-0.9389818135065024,1.2085766943807896,-0.6548203011399071,-0.18890868226395535,0,0,0,1,0,0,0,0,1
24.0,105000,0.08530661278486722,4800,0.7655114019726591,0,-1.1258263249335287,-0.9389818135065024,1.233231094824615,-0.6548203011399071,0.6677874347293821,1,0,0,1,0,1,0,0,0
22.0,41000,-0.721294989558621,3000,0.36094675391464254,0,-0.9385785111765687,-0.44624569742716774,-0.5464533882381561,-1.3155486640921987,-0.18890868226395535,0,0,0,0,1,0,0,0,0
21.0,41000,0.08530661278486722,5000,-1.0207971209911977,0,-0.47045897678416865,-0.6926137554668351,-0.5464533882381561,-0.5974294324235455,-1.0456047992572928,0,0,1,0,0,0,0,1,0
22.0,115000,-0.18356058799629554,4800,-0.9772286204311038,0,-1.2194502318120088,-0.9389818135065024,1.4053963062720551,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,1,0,0
25.0,120000,1.1607754159095183,4800,0.9958020477902992,0,-1.2194502318120088,-0.6926137554668351,1.4859409486316317,-0.6548203011399071,0.6677874347293821,0,0,0,1,0,0,0,1,0
23.0,41000,0.08530661278486722,6000,-0.5290954718129932,0,-0.18958725614872854,-0.6926137554668351,-0.5464533882381561,-0.34110154828967143,-1.0456047992572928,0,0,0,0,0,0,0,0,0
24.0,125000,0.35417381356603,4800,-1.3257766249118563,0,-1.2194502318120088,-0.6926137554668351,1.5631971488365366,-0.6548203011399071,-1.0456047992572928,0,0,0,1,0,0,0,1,0
23.0,41000,-1.2590293911209467,4500,-0.021833643863326927,0,-0.5640828836626486,-0.44624569742716774,-0.5464533882381561,-0.7455527815860027,-0.18890868226395535,0,0,0,0,0,0,0,0,1
22.0,23000,0.35417381356603,4850,1.011362226561761,0,0.37215618512215165,-0.44624569742716774,-1.6404466813679606,-0.6402515006063282,0.6677874347293821,1,0,0,1,0,0,0,0,1
24.0,40000,-1.2590293911209467,4850,-1.3693451254719504,0,-0.47045897678416865,-0.9389818135065024,-0.5931837333538523,-0.6402515006063282,-1.0456047992572928,0,0,0,1,1,0,0,0,0
24.0,54000,-1.2590293911209467,4850,-0.7873944394192652,0,-0.7513306974196088,-0.9389818135065024,-0.02523918927191096,-0.6402515006063282,-1.0456047992572928,0,0,0,1,0,1,0,0,0
23.0,41000,-0.18356058799629554,7500,-0.09652250196634485,0,0.09128446448671156,-0.9389818135065024,-0.5464533882381561,-0.027371081326199486,-0.18890868226395535,0,0,0,0,0,0,1,0,0
23.0,41000,0.6230410143471927,5500,-0.09652250196634485,0,-0.3768350699056885,-0.44624569742716774,-0.5464533882381561,-0.4634328646485578,-0.18890868226395535,0,0,0,0,0,0,0,0,0
25.0,21600,-1.2590293911209467,4900,0.8402002600756775,0,0.5594039988791119,-0.9389818135065024,-1.7592939099433822,-0.6258320956550097,0.6677874347293821,1,0,0,1,1,0,0,0,0
21.0,41004,0.08530661278486722,24250,-0.08407435894917538,0,3.929864646504393,-0.9389818135065024,-0.5462687647174839,1.6226567521784057,-0.18890868226395535,0,0,0,0,0,0,0,0,1
25.0,41004,1.1607754159095183,4000,-1.3257766249118563,0,-0.6577067905411286,-0.6926137554668351,-0.5462687647174839,-0.9111364720389034,-1.0456047992572928,0,0,1,0,0,0,0,0,1
25.0,41004,-0.9901621903397838,12000,-0.009385500846156906,0,1.121147440149992,-0.9389818135065024,-0.5462687647174839,0.6334627042541408,-0.18890868226395535,0,0,1,0,0,0,0,1,0
23.0,95000,-0.18356058799629554,10000,-0.009385500846156906,0,-0.5640828836626486,-0.44624569742716774,1.0438220889904546,0.377111390429673,-0.18890868226395535,0,0,0,1,0,0,0,1,0
26.0,41004,0.08530661278486722,16000,-0.021833643863326927,0,2.0573865089347922,-0.6926137554668351,-0.5462687647174839,1.037962749778786,-0.18890868226395535,0,0,0,0,0,0,0,0,1
23.0,41004,0.8919082151283555,10000,-0.5290954718129932,0,0.6530279057575917,-0.44624569742716774,-0.5462687647174839,0.377111390429673,-1.0456047992572928,0,0,0,0,0,0,0,0,1
25.0,83000,-1.2590293911209467,10000,0.6845984723610559,1,-0.47045897678416865,-0.6926137554668351,0.7882648113256999,0.377111390429673,0.6677874347293821,0,0,0,1,1,0,0,0,0
23.0,96000,0.6230410143471927,10000,-0.1151947164920996,0,-0.6577067905411286,-0.6926137554668351,1.0636391259358469,0.377111390429673,-0.18890868226395535,0,0,0,1,0,0,0,1,0
26.0,96000,1.6985098174718438,10000,2.6980856053882607,0,-0.6577067905411286,-0.6926137554668351,1.0636391259358469,0.377111390429673,2.381179668716057,1,0,0,1,0,1,0,0,0
21.0,41033,-0.721294989558621,5700,0.6130216500123298,0,-0.2832111630272084,-0.44624569742716774,-0.5449307825547645,-0.4132162072883081,0.6677874347293821,0,0,0,0,0,0,0,0,0
24.0,41100,-0.18356058799629554,5600,-1.5529552349752038,0,-0.2832111630272084,-0.6926137554668351,-0.5418431948472733,-0.43810038257782663,-1.0456047992572928,0,0,1,0,0,0,0,1,0
24.0,41100,-0.721294989558621,9200,0.435635612017661,0,0.46578009200063175,-0.9389818135065024,-0.5418431948472733,0.25987506233650354,-0.18890868226395535,0,0,1,0,0,0,0,0,1
23.0,97000,0.6230410143471927,10000,0.9242252254415732,0,-0.6577067905411286,-0.6926137554668351,1.0832508034188508,0.377111390429673,0.6677874347293821,0,0,0,1,1,0,0,0,0
24.0,97850,0.08530661278486722,10000,-1.0923739433399238,0,-0.6577067905411286,-0.44624569742716774,1.0997624155566743,0.377111390429673,-1.0456047992572928,0,0,0,1,0,1,0,0,0
25.0,98000,1.1607754159095183,10000,0.5196605773835565,0,-0.6577067905411286,-0.44624569742716774,1.1026613340099902,0.377111390429673,-0.18890868226395535,0,0,0,1,0,0,0,0,0
23.0,41196,0.6230410143471927,16000,0.2520255025144075,0,2.0573865089347922,-0.9389818135065024,-0.5374279497745915,1.037962749778786,-0.18890868226395535,0,0,0,0,1,0,0,0,0
26.0,99000,0.08530661278486722,10000,-1.1608387299343572,0,-0.6577067905411286,-0.9389818135065024,1.121874801974976,0.377111390429673,-1.0456047992572928,0,0,0,1,0,0,0,1,0
25.0,99275,-0.9901621903397838,10000,1.1296195852248738,0,-0.6577067905411286,-0.6926137554668351,1.127124487624808,0.377111390429673,0.6677874347293821,1,0,0,1,0,0,0,1,0
21.0,41200,-0.4524277887774583,8000,0.1431042511141724,0,0.18490837136519167,-0.6926137554668351,-0.5372442045813077,0.06336920847450611,-0.18890868226395535,0,0,1,0,0,0,0,1,0
24.0,87996,0.8919082151283555,10000,1.1887482645564298,1,-0.5640828836626486,-0.9389818135065024,0.8988832906341739,0.377111390429673,1.5244835517227195,1,0,0,1,0,0,0,0,0
22.0,99996,-0.9901621903397838,10000,-0.5290954718129932,0,-0.6577067905411286,-0.44624569742716774,1.1408194664937075,0.377111390429673,-1.0456047992572928,0,0,0,1,1,0,0,0,0
22.0,100000,-0.4524277887774583,10000,-0.1151947164920996,0,-0.6577067905411286,-0.6926137554668351,1.1408951684328574,0.377111390429673,-0.18890868226395535,0,0,0,1,1,0,0,0,0
24.0,100000,0.08530661278486722,10000,-1.0923739433399238,0,-0.6577067905411286,-0.6926137554668351,1.1408951684328574,0.377111390429673,-1.0456047992572928,0,0,0,1,0,0,0,1,0
25.0,100000,-0.4524277887774583,10000,-1.3693451254719504,0,-0.6577067905411286,-0.44624569742716774,1.1408951684328574,0.377111390429673,-1.0456047992572928,0,0,0,1,0,0,0,0,1
25.0,88000,1.1607754159095183,10000,2.1348071338613295,1,-0.5640828836626486,-0.44624569742716774,0.8989693156823378,0.377111390429673,2.381179668716057,1,0,0,1,1,0,0,0,0
24.0,100000,-0.18356058799629554,10000,1.674225842226049,0,-0.6577067905411286,-0.9389818135065024,1.1408951684328574,0.377111390429673,2.381179668716057,1,0,0,1,0,1,0,0,0
21.0,88000,-0.18356058799629554,10000,2.150367312632792,1,-0.5640828836626486,-0.6926137554668351,0.8989693156823378,0.377111390429673,2.381179668716057,1,0,0,1,0,0,0,0,1
23.0,100000,-1.2590293911209467,10000,0.13688017960558765,0,-0.6577067905411286,-0.9389818135065024,1.1408951684328574,0.377111390429673,-0.18890868226395535,0,0,0,1,0,0,0,1,0
21.0,102000,0.08530661278486722,10000,1.3350139450081744,0,-0.6577067905411286,-0.6926137554668351,1.1783718547378321,0.377111390429673,1.5244835517227195,1,0,0,1,1,0,0,0,0
23.0,41496,-0.18356058799629554,7200,1.8049313439063317,0,-0.0023394423917683085,-0.9389818135065024,-0.5236963282127596,-0.0847658547361308,2.381179668716057,0,0,1,0,0,0,0,0,1
26.0,102000,0.08530661278486722,10000,-0.756274081876341,0,-0.6577067905411286,-0.9389818135065024,1.1783718547378321,0.377111390429673,-1.0456047992572928,0,0,0,1,0,0,1,0,0
25.0,107000,-1.2590293911209467,10000,-0.8216268327164818,0,-0.7513306974196088,-0.6926137554668351,1.2689399220956994,0.377111390429673,-1.0456047992572928,0,0,0,1,0,0,0,0,1
24.0,41500,0.8919082151283555,8500,-1.207519266248744,0,0.27853227824367177,-0.44624569742716774,-0.5235139113299906,0.1486072764397719,-1.0456047992572928,0,0,0,0,1,0,0,0,0
23.0,107500,0.6230410143471927,10000,-1.0456934070255373,0,-0.7513306974196088,-0.9389818135065024,1.277762837409787,0.377111390429673,-1.0456047992572928,0,0,0,1,0,0,1,0,0
26.0,96000,-0.721294989558621,10000,1.3256778377452967,1,-0.6577067905411286,-0.9389818135065024,1.0636391259358469,0.377111390429673,1.5244835517227195,1,0,0,1,1,0,0,0,0
25.0,41508,1.1607754159095183,1600,0.6503660790638387,0,-1.2194502318120088,-0.6926137554668351,-0.5231491303043052,-2.199068140383781,0.6677874347293821,1,0,0,0,1,0,0,0,0
23.0,98000,-1.2590293911209467,10000,1.674225842226049,1,-0.6577067905411286,-0.9389818135065024,1.1026613340099902,0.377111390429673,2.381179668716057,0,0,0,1,1,0,0,0,0
25.0,41520,1.1607754159095183,4400,-1.1608387299343572,0,-0.5640828836626486,-0.9389818135065024,-0.5226020905645886,-0.7771462931922422,-1.0456047992572928,0,0,1,0,0,0,1,0,0
23.0,110000,0.08530661278486722,10000,-0.9772286204311038,0,-0.7513306974196088,-0.9389818135065024,1.321270779951519,0.377111390429673,-1.0456047992572928,0,0,0,1,0,0,0,0,0
22.0,41600,-0.18356058799629554,12000,0.435635612017661,0,1.121147440149992,-0.9389818135065024,-0.5189591943159538,0.6334627042541408,-0.18890868226395535,0,0,1,0,1,0,0,0,0
22.0,41600,-1.2590293911209467,6800,-0.13386693101785435,0,-0.09596334927024842,-0.6926137554668351,-0.5189591943159538,-0.1651287033515366,-0.18890868226395535,0,0,0,0,0,0,0,0,0
23.0,41600,0.6230410143471927,7000,0.7499512232011967,0,-0.0023394423917683085,-0.6926137554668351,-0.5189591943159538,-0.12437326259348419,0.6677874347293821,0,0,0,0,1,0,0,0,0
26.0,113000,-0.4524277887774583,10000,0.8402002600756775,0,-0.7513306974196088,-0.6926137554668351,1.372193473038181,0.377111390429673,0.6677874347293821,1,0,0,1,0,1,0,0,0
24.0,41600,-1.2590293911209467,10000,-0.6473528304761059,0,0.6530279057575917,-0.9389818135065024,-0.5189591943159538,0.377111390429673,-1.0456047992572928,0,0,0,0,0,1,0,0,0
